Ano,TipoCrimeN1,TipoCrimeN2,TipoCrimeN3,EscalaoEtario
2022,(CP) Contra as pessoas,Contra a vida,Homicídio voluntário consumado,Até 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio voluntário consumado,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio voluntário consumado,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio voluntário consumado,25 e mais anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. acidente viação,Até 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. acidente viação,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. acidente viação,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. acidente viação,25 e mais anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. outras circunstâncias,Até 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. outras circunstâncias,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. outras circunstâncias,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Homicídio negl. outras circunstâncias,25 e mais anos
2022,(CP) Contra as pessoas,Contra a vida,Aborto,Até 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Aborto,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a vida,Aborto,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Aborto,25 e mais anos
2022,(CP) Contra as pessoas,Contra a vida,Outros contra a vida,Até 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Outros contra a vida,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a vida,Outros contra a vida,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a vida,Outros contra a vida,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. grave,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. grave,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. grave,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. grave,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. simples,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. simples,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. simples,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física vol. simples,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. acidente viação,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. acidente viação,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. acidente viação,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. acidente viação,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. outras,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. outras,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. outras,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Of. int. física negl. outras,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica cônjuge/análogo,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica cônjuge/análogo,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica cônjuge/análogo,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica cônjuge/análogo,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica contra menores,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica contra menores,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica contra menores,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violência doméstica contra menores,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros violência doméstica,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros violência doméstica,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros violência doméstica,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros violência doméstica,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos/sobrecarga menores,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos/sobrecarga menores,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos/sobrecarga menores,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos/sobrecarga menores,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos cônjuge/análogo,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos cônjuge/análogo,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos cônjuge/análogo,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Maus tratos cônjuge/análogo,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros de maus tratos,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros de maus tratos,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros de maus tratos,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros de maus tratos,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,M.tratos menores/incap/cônjuge,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,M.tratos menores/incap/cônjuge,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,M.tratos menores/incap/cônjuge,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,M.tratos menores/incap/cônjuge,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violação regras de segurança,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violação regras de segurança,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violação regras de segurança,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Violação regras de segurança,25 e mais anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros contra int. física,Até 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros contra int. física,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros contra int. física,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a integridade física,Outros contra int. física,25 e mais anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Rapto/sequestro/tomada reféns,Até 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Rapto/sequestro/tomada reféns,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Rapto/sequestro/tomada reféns,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Rapto/sequestro/tomada reféns,25 e mais anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Ameaça e coação,Até 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Ameaça e coação,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Ameaça e coação,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Ameaça e coação,25 e mais anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Tráfico de pessoas,Até 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Tráfico de pessoas,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Tráfico de pessoas,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Tráfico de pessoas,25 e mais anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Outros contra liberdade pessoal,Até 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Outros contra liberdade pessoal,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Outros contra liberdade pessoal,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a liberdade pessoal,Outros contra liberdade pessoal,25 e mais anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Violação,Até 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Violação,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Violação,16 a 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Violação,25 e mais anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Abuso sexual crianças/adolescentes/menores dependentes,Até 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Abuso sexual crianças/adolescentes/menores dependentes,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Abuso sexual crianças/adolescentes/menores dependentes,16 a 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Abuso sexual crianças/adolescentes/menores dependentes,25 e mais anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Lenocínio e pornografia de menores,Até 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Lenocínio e pornografia de menores,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Lenocínio e pornografia de menores,16 a 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Lenocínio e pornografia de menores,25 e mais anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Ab. sexual crianças/adolescentes/dependentes,Até 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Ab. sexual crianças/adolescentes/dependentes,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Ab. sexual crianças/adolescentes/dependentes,16 a 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Ab. sexual crianças/adolescentes/dependentes,25 e mais anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Outros contra liberdade e autodet. sexual,Até 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Outros contra liberdade e autodet. sexual,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Outros contra liberdade e autodet. sexual,16 a 24 anos
2022,(CP) Contra as pessoas,Contra liberdade/autodeterminação sexual,Outros contra liberdade e autodet. sexual,25 e mais anos
2022,(CP) Contra as pessoas,Contra a honra,"Difamação, calúnia e injúria",Até 24 anos
2022,(CP) Contra as pessoas,Contra a honra,"Difamação, calúnia e injúria",Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a honra,"Difamação, calúnia e injúria",16 a 24 anos
2022,(CP) Contra as pessoas,Contra a honra,"Difamação, calúnia e injúria",25 e mais anos
2022,(CP) Contra as pessoas,Contra a honra,Contra honra p/ comunicação social,Até 24 anos
2022,(CP) Contra as pessoas,Contra a honra,Contra honra p/ comunicação social,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a honra,Contra honra p/ comunicação social,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a honra,Contra honra p/ comunicação social,25 e mais anos
2022,(CP) Contra as pessoas,Contra a honra,Abuso de liberdade de Imprensa,Até 24 anos
2022,(CP) Contra as pessoas,Contra a honra,Abuso de liberdade de Imprensa,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a honra,Abuso de liberdade de Imprensa,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a honra,Abuso de liberdade de Imprensa,25 e mais anos
2022,(CP) Contra as pessoas,Contra a honra,Outros contra a honra,Até 24 anos
2022,(CP) Contra as pessoas,Contra a honra,Outros contra a honra,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra a honra,Outros contra a honra,16 a 24 anos
2022,(CP) Contra as pessoas,Contra a honra,Outros contra a honra,25 e mais anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Viol. domicílio/introdução lugar vedado,Até 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Viol. domicílio/introdução lugar vedado,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Viol. domicílio/introdução lugar vedado,16 a 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Viol. domicílio/introdução lugar vedado,25 e mais anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa vida privada/violação segredo,Até 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa vida privada/violação segredo,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa vida privada/violação segredo,16 a 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa vida privada/violação segredo,25 e mais anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa p/meio de informática,Até 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa p/meio de informática,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa p/meio de informática,16 a 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Devassa p/meio de informática,25 e mais anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Outros contra reserva vida privada,Até 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Outros contra reserva vida privada,Menos de 16 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Outros contra reserva vida privada,16 a 24 anos
2022,(CP) Contra as pessoas,Contra reserva da vida privada,Outros contra reserva vida privada,25 e mais anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Omissão de auxílio,Até 24 anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Omissão de auxílio,Menos de 16 anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Omissão de auxílio,16 a 24 anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Omissão de auxílio,25 e mais anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Outros contra as pessoas,Até 24 anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Outros contra as pessoas,Menos de 16 anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Outros contra as pessoas,16 a 24 anos
2022,(CP) Contra as pessoas,Outros contra as pessoas,Outros contra as pessoas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto/tráfico obras arte/ bens culturais,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto/tráfico obras arte/ bens culturais,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto/tráfico obras arte/ bens culturais,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto/tráfico obras arte/ bens culturais,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto de veículo motorizado,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de veículo motorizado,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de veículo motorizado,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de veículo motorizado,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto máquinas industriais/agrícolas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto máquinas industriais/agrícolas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto máquinas industriais/agrícolas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto máquinas industriais/agrícolas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto de motor de embarcação,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de motor de embarcação,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de motor de embarcação,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de motor de embarcação,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto combustível máq. industriais/agrícolas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto combustível máq. industriais/agrícolas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto combustível máq. industriais/agrícolas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto combustível máq. industriais/agrícolas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto metais não preciosos,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto metais não preciosos,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto metais não preciosos,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto metais não preciosos,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto animais explorações agropecuárias,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto animais explorações agropecuárias,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto animais explorações agropecuárias,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto animais explorações agropecuárias,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto de produtos agrícolas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de produtos agrícolas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de produtos agrícolas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto de produtos agrícolas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto em veículo motorizado,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em veículo motorizado,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em veículo motorizado,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em veículo motorizado,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência c/arrombamento/escal/chaves falsas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência c/arrombamento/escal/chaves falsas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência c/arrombamento/escal/chaves falsas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência c/arrombamento/escal/chaves falsas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência s/arrombamento/escal/chaves falsas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência s/arrombamento/escal/chaves falsas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência s/arrombamento/escal/chaves falsas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto residência s/arrombamento/escal/chaves falsas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto em área anexa residência,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em área anexa residência,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em área anexa residência,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em área anexa residência,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto em supermercado,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em supermercado,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em supermercado,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto em supermercado,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus c/arrombamento/escal/chaves falsas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus c/arrombamento/escal/chaves falsas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus c/arrombamento/escal/chaves falsas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus c/arrombamento/escal/chaves falsas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus s/arrombamento/escal/chaves falsas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus s/arrombamento/escal/chaves falsas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus s/arrombamento/escal/chaves falsas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto ed. comerc/indus s/arrombamento/escal/chaves falsas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto estab. ensino c/arrombamento/escal/chaves falsas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto estab. ensino c/arrombamento/escal/chaves falsas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto estab. ensino c/arrombamento/escal/chaves falsas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto estab. ensino c/arrombamento/escal/chaves falsas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto outros edifícios c/arrombamento/escal/chaves falsas,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto outros edifícios c/arrombamento/escal/chaves falsas,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto outros edifícios c/arrombamento/escal/chaves falsas,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto outros edifícios c/arrombamento/escal/chaves falsas,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto/roubo por esticão,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto/roubo por esticão,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto/roubo por esticão,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto/roubo por esticão,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto por carteirista,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto por carteirista,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto por carteirista,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto por carteirista,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Furto oportunidade/obj. não guardado,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto oportunidade/obj. não guardado,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Furto oportunidade/obj. não guardado,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Furto oportunidade/obj. não guardado,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Outros furtos,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Outros furtos,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Outros furtos,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Outros furtos,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo por esticão,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo por esticão,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo por esticão,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo por esticão,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo via pública (s/ esticão),Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo via pública (s/ esticão),Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo via pública (s/ esticão),16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo via pública (s/ esticão),25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a residência,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a residência,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a residência,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a residência,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo de viatura,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo de viatura,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo de viatura,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo de viatura,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo banco/estab. crédito,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo banco/estab. crédito,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo banco/estab. crédito,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo banco/estab. crédito,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo tesouraria/estação correios,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo tesouraria/estação correios,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo tesouraria/estação correios,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo tesouraria/estação correios,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo edifícios comerc/indust.,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo edifícios comerc/indust.,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo edifícios comerc/indust.,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo edifícios comerc/indust.,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a farmácias,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a farmácias,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a farmácias,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a farmácias,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a ourivesarias,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a ourivesarias,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a ourivesarias,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo a ourivesarias,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo estabelecimento ensino,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo estabelecimento ensino,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo estabelecimento ensino,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo estabelecimento ensino,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo posto abast. combustível,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo posto abast. combustível,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo posto abast. combustível,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo posto abast. combustível,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. públicos,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. públicos,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. públicos,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. públicos,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo motorista transporte público,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo motorista transporte público,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo motorista transporte público,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo motorista transporte público,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. valores,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. valores,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. valores,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Roubo transp. valores,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Outros roubos,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Outros roubos,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Outros roubos,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Outros roubos,25 e mais anos
2022,(CP) Contra o património,Contra a propriedade,Dano contra património cultural,Até 24 anos
2022,(CP) Contra o património,Contra a propriedade,Dano contra património cultural,Menos de 16 anos
2022,(CP) Contra o património,Contra a propriedade,Dano contra património cultural,16 a 24 anos
2022,(CP) Contra o património,Contra a propriedade,Dano contra património cultural,25 e mais anos
