Ano;TipoCrimeN1;TipoCrimeN2;TipoCrimeN3;EscalaoEtario;NumeroIntervenientes
2018;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;Até 24 anos;..
2018;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;Menos de 16 anos;..
2018;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;16 a 24 anos;61
2018;Legislação Avulsa;Imigração ilegal;Outros imigração ilegal;25 e mais anos;241
2018;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;Até 24 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;Menos de 16 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;16 a 24 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Abuso de informação;25 e mais anos;3
2018;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;Até 24 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;Menos de 16 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;16 a 24 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Manipulação do mercado;25 e mais anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;Até 24 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;Menos de 16 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;16 a 24 anos;..
2018;Legislação Avulsa;Atividade comercial/financeira;Outros n/exerc. act. comerciais/financeiras;25 e mais anos;5
2018;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);Até 24 anos;..
2018;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);Menos de 16 anos;..
2018;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);16 a 24 anos;..
2018;Legislação Avulsa;Imprensa;Rel. à imprensa (exceto contra honra);25 e mais anos;..
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;Até 24 anos;..
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;Menos de 16 anos;..
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;16 a 24 anos;6
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra os direitos de autor;25 e mais anos;107
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;Até 24 anos;..
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;Menos de 16 anos;..
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;16 a 24 anos;40
2018;Legislação Avulsa;Direitos autor/propriedade industrial;Contra propriedade industrial;25 e mais anos;446
2018;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;Até 24 anos;..
2018;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;Menos de 16 anos;..
2018;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;16 a 24 anos;..
2018;Legislação Avulsa;Emissão de cheque sem provisão;Emissão de cheque sem provisão;25 e mais anos;40
2018;Legislação Avulsa;Tributários comuns;Burla tributária;Até 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Burla tributária;Menos de 16 anos;..
2018;Legislação Avulsa;Tributários comuns;Burla tributária;16 a 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Burla tributária;25 e mais anos;..
2018;Legislação Avulsa;Tributários comuns;Frustração de créditos;Até 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Frustração de créditos;Menos de 16 anos;..
2018;Legislação Avulsa;Tributários comuns;Frustração de créditos;16 a 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Frustração de créditos;25 e mais anos;60
2018;Legislação Avulsa;Tributários comuns;Violação de segredo;Até 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Violação de segredo;Menos de 16 anos;..
2018;Legislação Avulsa;Tributários comuns;Violação de segredo;16 a 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Violação de segredo;25 e mais anos;..
2018;Legislação Avulsa;Tributários comuns;Outros tributários comuns;Até 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Outros tributários comuns;Menos de 16 anos;..
2018;Legislação Avulsa;Tributários comuns;Outros tributários comuns;16 a 24 anos;..
2018;Legislação Avulsa;Tributários comuns;Outros tributários comuns;25 e mais anos;..
2018;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;Até 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;Menos de 16 anos;..
2018;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;16 a 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Recetação e auxílio material;25 e mais anos;..
2018;Legislação Avulsa;Aduaneiros;Contrabando;Até 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Contrabando;Menos de 16 anos;..
2018;Legislação Avulsa;Aduaneiros;Contrabando;16 a 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Contrabando;25 e mais anos;22
2018;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;Até 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;Menos de 16 anos;..
2018;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;16 a 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Fraude fiscal aduaneira;25 e mais anos;6
2018;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;Até 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;Menos de 16 anos;..
2018;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;16 a 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Quebra de marcas e selos;25 e mais anos;6
2018;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;Até 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;Menos de 16 anos;..
2018;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;16 a 24 anos;..
2018;Legislação Avulsa;Aduaneiros;Outros crimes aduaneiros;25 e mais anos;37
2018;Legislação Avulsa;Fiscais;Fraude fiscal;Até 24 anos;..
2018;Legislação Avulsa;Fiscais;Fraude fiscal;Menos de 16 anos;..
2018;Legislação Avulsa;Fiscais;Fraude fiscal;16 a 24 anos;22
2018;Legislação Avulsa;Fiscais;Fraude fiscal;25 e mais anos;385
2018;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;Até 24 anos;..
2018;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;Menos de 16 anos;..
2018;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;16 a 24 anos;44
2018;Legislação Avulsa;Fiscais;Abuso de confiança fiscal;25 e mais anos;2743
2018;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;Até 24 anos;..
2018;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;Menos de 16 anos;..
2018;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;16 a 24 anos;..
2018;Legislação Avulsa;Fiscais;Outros crimes fiscais ou n.e.;25 e mais anos;..
2018;Legislação Avulsa;Contra a segurança social;Fraude contra a seg. social;Até 24 anos;..
2018;Legislação Avulsa;Contra a segurança social;Fraude contra a seg. social;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a segurança social;Fraude contra a seg. social;16 a 24 anos;..
2018;Legislação Avulsa;Contra a segurança social;Fraude contra a seg. social;25 e mais anos;..
2018;Legislação Avulsa;Contra a segurança social;Abuso confiança contra seg. social;Até 24 anos;..
2018;Legislação Avulsa;Contra a segurança social;Abuso confiança contra seg. social;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a segurança social;Abuso confiança contra seg. social;16 a 24 anos;..
2018;Legislação Avulsa;Contra a segurança social;Abuso confiança contra seg. social;25 e mais anos;..
2018;Legislação Avulsa;Contra a saúde pública;Abate clandestino/aquisição de animais;Até 24 anos;..
2018;Legislação Avulsa;Contra a saúde pública;Abate clandestino/aquisição de animais;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a saúde pública;Abate clandestino/aquisição de animais;16 a 24 anos;..
2018;Legislação Avulsa;Contra a saúde pública;Abate clandestino/aquisição de animais;25 e mais anos;17
2018;Legislação Avulsa;Contra a saúde pública;Outros contra saúde;Até 24 anos;..
2018;Legislação Avulsa;Contra a saúde pública;Outros contra saúde;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a saúde pública;Outros contra saúde;16 a 24 anos;..
2018;Legislação Avulsa;Contra a saúde pública;Outros contra saúde;25 e mais anos;15
2018;Legislação Avulsa;Contra a economia;Contra genuidade/qualidade/composição alimentos;Até 24 anos;..
2018;Legislação Avulsa;Contra a economia;Contra genuidade/qualidade/composição alimentos;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a economia;Contra genuidade/qualidade/composição alimentos;16 a 24 anos;..
2018;Legislação Avulsa;Contra a economia;Contra genuidade/qualidade/composição alimentos;25 e mais anos;68
2018;Legislação Avulsa;Contra a economia;Fraude obtenção/utilização subsídios/outro;Até 24 anos;..
2018;Legislação Avulsa;Contra a economia;Fraude obtenção/utilização subsídios/outro;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a economia;Fraude obtenção/utilização subsídios/outro;16 a 24 anos;..
2018;Legislação Avulsa;Contra a economia;Fraude obtenção/utilização subsídios/outro;25 e mais anos;6
2018;Legislação Avulsa;Contra a economia;Especulação;Até 24 anos;..
2018;Legislação Avulsa;Contra a economia;Especulação;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a economia;Especulação;16 a 24 anos;23
2018;Legislação Avulsa;Contra a economia;Especulação;25 e mais anos;198
2018;Legislação Avulsa;Contra a economia;Outros contra a economia;Até 24 anos;..
2018;Legislação Avulsa;Contra a economia;Outros contra a economia;Menos de 16 anos;..
2018;Legislação Avulsa;Contra a economia;Outros contra a economia;16 a 24 anos;..
2018;Legislação Avulsa;Contra a economia;Outros contra a economia;25 e mais anos;23
2018;Legislação Avulsa;Jogo;Exploração ilícita de jogo;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Exploração ilícita de jogo;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Exploração ilícita de jogo;16 a 24 anos;23
2018;Legislação Avulsa;Jogo;Exploração ilícita de jogo;25 e mais anos;613
2018;Legislação Avulsa;Jogo;Prática/presença ilícitas em jogo;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Prática/presença ilícitas em jogo;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Prática/presença ilícitas em jogo;16 a 24 anos;5
2018;Legislação Avulsa;Jogo;Prática/presença ilícitas em jogo;25 e mais anos;72
2018;Legislação Avulsa;Jogo;Coação à prática de jogo;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Coação à prática de jogo;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Coação à prática de jogo;16 a 24 anos;..
2018;Legislação Avulsa;Jogo;Coação à prática de jogo;25 e mais anos;..
2018;Legislação Avulsa;Jogo;Jogo fraudulento;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Jogo fraudulento;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Jogo fraudulento;16 a 24 anos;..
2018;Legislação Avulsa;Jogo;Jogo fraudulento;25 e mais anos;8
2018;Legislação Avulsa;Jogo;Usura para jogo;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Usura para jogo;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Usura para jogo;16 a 24 anos;..
2018;Legislação Avulsa;Jogo;Usura para jogo;25 e mais anos;..
2018;Legislação Avulsa;Jogo;Material de jogo s/ autorização;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Material de jogo s/ autorização;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Material de jogo s/ autorização;16 a 24 anos;..
2018;Legislação Avulsa;Jogo;Material de jogo s/ autorização;25 e mais anos;18
2018;Legislação Avulsa;Jogo;Crimes de jogo n.e.;Até 24 anos;..
2018;Legislação Avulsa;Jogo;Crimes de jogo n.e.;Menos de 16 anos;..
2018;Legislação Avulsa;Jogo;Crimes de jogo n.e.;16 a 24 anos;4
2018;Legislação Avulsa;Jogo;Crimes de jogo n.e.;25 e mais anos;12
2018;Legislação Avulsa;Caça e pesca;Crimes rel. à caça e pesca;Até 24 anos;..
2018;Legislação Avulsa;Caça e pesca;Crimes rel. à caça e pesca;Menos de 16 anos;4
2018;Legislação Avulsa;Caça e pesca;Crimes rel. à caça e pesca;16 a 24 anos;3
2018;Legislação Avulsa;Caça e pesca;Crimes rel. à caça e pesca;25 e mais anos;161
2018;Legislação Avulsa;Informáticos;Reprodução programa protegido;Até 24 anos;..
2018;Legislação Avulsa;Informáticos;Reprodução programa protegido;Menos de 16 anos;..
2018;Legislação Avulsa;Informáticos;Reprodução programa protegido;16 a 24 anos;..
2018;Legislação Avulsa;Informáticos;Reprodução programa protegido;25 e mais anos;..
2018;Legislação Avulsa;Informáticos;Acesso/interceção ilegítimos;Até 24 anos;..
2018;Legislação Avulsa;Informáticos;Acesso/interceção ilegítimos;Menos de 16 anos;..
2018;Legislação Avulsa;Informáticos;Acesso/interceção ilegítimos;16 a 24 anos;3
2018;Legislação Avulsa;Informáticos;Acesso/interceção ilegítimos;25 e mais anos;19
2018;Legislação Avulsa;Informáticos;Viciação/destruição/dano relativo a dados/programas;Até 24 anos;..
2018;Legislação Avulsa;Informáticos;Viciação/destruição/dano relativo a dados/programas;Menos de 16 anos;..
2018;Legislação Avulsa;Informáticos;Viciação/destruição/dano relativo a dados/programas;16 a 24 anos;..
2018;Legislação Avulsa;Informáticos;Viciação/destruição/dano relativo a dados/programas;25 e mais anos;..
2018;Legislação Avulsa;Informáticos;Falsidade informática;Até 24 anos;..
2018;Legislação Avulsa;Informáticos;Falsidade informática;Menos de 16 anos;..
2018;Legislação Avulsa;Informáticos;Falsidade informática;16 a 24 anos;..
2018;Legislação Avulsa;Informáticos;Falsidade informática;25 e mais anos;16
2018;Legislação Avulsa;Informáticos;Sabotagem informática;Até 24 anos;..
2018;Legislação Avulsa;Informáticos;Sabotagem informática;Menos de 16 anos;..
2018;Legislação Avulsa;Informáticos;Sabotagem informática;16 a 24 anos;..
2018;Legislação Avulsa;Informáticos;Sabotagem informática;25 e mais anos;..
2018;Legislação Avulsa;Informáticos;Outros informáticos;Até 24 anos;..
2018;Legislação Avulsa;Informáticos;Outros informáticos;Menos de 16 anos;..
2018;Legislação Avulsa;Informáticos;Outros informáticos;16 a 24 anos;..
2018;Legislação Avulsa;Informáticos;Outros informáticos;25 e mais anos;5
2018;Legislação Avulsa;Serviço militar;Crimes rel. serviço militar;Até 24 anos;..
2018;Legislação Avulsa;Serviço militar;Crimes rel. serviço militar;Menos de 16 anos;..
2018;Legislação Avulsa;Serviço militar;Crimes rel. serviço militar;16 a 24 anos;..
2018;Legislação Avulsa;Serviço militar;Crimes rel. serviço militar;25 e mais anos;..
2018;Legislação Avulsa;Marítimos;Deserção/insubordinação (marítimo);Até 24 anos;..
2018;Legislação Avulsa;Marítimos;Deserção/insubordinação (marítimo);Menos de 16 anos;..
2018;Legislação Avulsa;Marítimos;Deserção/insubordinação (marítimo);16 a 24 anos;..
2018;Legislação Avulsa;Marítimos;Deserção/insubordinação (marítimo);25 e mais anos;..
2018;Legislação Avulsa;Marítimos;Embarque clandestino;Até 24 anos;..
2018;Legislação Avulsa;Marítimos;Embarque clandestino;Menos de 16 anos;..
2018;Legislação Avulsa;Marítimos;Embarque clandestino;16 a 24 anos;..
2018;Legislação Avulsa;Marítimos;Embarque clandestino;25 e mais anos;..
2018;Legislação Avulsa;Marítimos;Introdução bebidas alcoólicas/substâncias perigosas;Até 24 anos;..
2018;Legislação Avulsa;Marítimos;Introdução bebidas alcoólicas/substâncias perigosas;Menos de 16 anos;..
2018;Legislação Avulsa;Marítimos;Introdução bebidas alcoólicas/substâncias perigosas;16 a 24 anos;..
2018;Legislação Avulsa;Marítimos;Introdução bebidas alcoólicas/substâncias perigosas;25 e mais anos;..
2018;Legislação Avulsa;Marítimos;Atentado contra seg. navegação;Até 24 anos;..
2018;Legislação Avulsa;Marítimos;Atentado contra seg. navegação;Menos de 16 anos;..
2018;Legislação Avulsa;Marítimos;Atentado contra seg. navegação;16 a 24 anos;..
2018;Legislação Avulsa;Marítimos;Atentado contra seg. navegação;25 e mais anos;..
2018;Legislação Avulsa;Marítimos;Recusa de socorros a náufragos;Até 24 anos;..
2018;Legislação Avulsa;Marítimos;Recusa de socorros a náufragos;Menos de 16 anos;..
2018;Legislação Avulsa;Marítimos;Recusa de socorros a náufragos;16 a 24 anos;..
2018;Legislação Avulsa;Marítimos;Recusa de socorros a náufragos;25 e mais anos;..
2018;Legislação Avulsa;Marítimos;Crimes marítimos n.e.;Até 24 anos;..
2018;Legislação Avulsa;Marítimos;Crimes marítimos n.e.;Menos de 16 anos;..
2018;Legislação Avulsa;Marítimos;Crimes marítimos n.e.;16 a 24 anos;..
2018;Legislação Avulsa;Marítimos;Crimes marítimos n.e.;25 e mais anos;..
2018;Legislação Avulsa;Desporto;Dano qualif. espetáculo desportivo;Até 24 anos;..
2018;Legislação Avulsa;Desporto;Dano qualif. espetáculo desportivo;Menos de 16 anos;..
2018;Legislação Avulsa;Desporto;Dano qualif. espetáculo desportivo;16 a 24 anos;..
2018;Legislação Avulsa;Desporto;Dano qualif. espetáculo desportivo;25 e mais anos;..
2018;Legislação Avulsa;Desporto;Participação rixa/of. int. física em espetáculo desportivo;Até 24 anos;..
2018;Legislação Avulsa;Desporto;Participação rixa/of. int. física em espetáculo desportivo;Menos de 16 anos;..
2018;Legislação Avulsa;Desporto;Participação rixa/of. int. física em espetáculo desportivo;16 a 24 anos;99
2018;Legislação Avulsa;Desporto;Participação rixa/of. int. física em espetáculo desportivo;25 e mais anos;84
2018;Legislação Avulsa;Desporto;Arremesso objetos/invasão espetáculo desportivo;Até 24 anos;..
2018;Legislação Avulsa;Desporto;Arremesso objetos/invasão espetáculo desportivo;Menos de 16 anos;8
2018;Legislação Avulsa;Desporto;Arremesso objetos/invasão espetáculo desportivo;16 a 24 anos;34
2018;Legislação Avulsa;Desporto;Arremesso objetos/invasão espetáculo desportivo;25 e mais anos;94
2018;Legislação Avulsa;Desporto;Outros relativos desporto;Até 24 anos;..
2018;Legislação Avulsa;Desporto;Outros relativos desporto;Menos de 16 anos;..
2018;Legislação Avulsa;Desporto;Outros relativos desporto;16 a 24 anos;13
2018;Legislação Avulsa;Desporto;Outros relativos desporto;25 e mais anos;34
2018;Legislação Avulsa;Condução sem habilitação legal;Condução sem habilitação legal;Até 24 anos;..
2018;Legislação Avulsa;Condução sem habilitação legal;Condução sem habilitação legal;Menos de 16 anos;92
2018;Legislação Avulsa;Condução sem habilitação legal;Condução sem habilitação legal;16 a 24 anos;2620
2018;Legislação Avulsa;Condução sem habilitação legal;Condução sem habilitação legal;25 e mais anos;6855
2018;Legislação Avulsa;Branqueamento de capitais;Branqueamento de capitais;Até 24 anos;..
2018;Legislação Avulsa;Branqueamento de capitais;Branqueamento de capitais;Menos de 16 anos;..
2018;Legislação Avulsa;Branqueamento de capitais;Branqueamento de capitais;16 a 24 anos;..
2018;Legislação Avulsa;Branqueamento de capitais;Branqueamento de capitais;25 e mais anos;..
2018;Legislação Avulsa;Outros crimes;Outros crimes;Até 24 anos;..
2018;Legislação Avulsa;Outros crimes;Outros crimes;Menos de 16 anos;47
2018;Legislação Avulsa;Outros crimes;Outros crimes;16 a 24 anos;332
2018;Legislação Avulsa;Outros crimes;Outros crimes;25 e mais anos;1556
2017;(CP) Contra as pessoas;Contra a vida;Homicídio voluntário consumado;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio voluntário consumado;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio voluntário consumado;16 a 24 anos;15
2017;(CP) Contra as pessoas;Contra a vida;Homicídio voluntário consumado;25 e mais anos;71
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. acidente viação;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. acidente viação;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. acidente viação;16 a 24 anos;22
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. acidente viação;25 e mais anos;283
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. outras circunstâncias;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. outras circunstâncias;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. outras circunstâncias;16 a 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Homicídio negl. outras circunstâncias;25 e mais anos;7
2017;(CP) Contra as pessoas;Contra a vida;Aborto;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Aborto;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Aborto;16 a 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Aborto;25 e mais anos;4
2017;(CP) Contra as pessoas;Contra a vida;Outros contra a vida;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Outros contra a vida;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a vida;Outros contra a vida;16 a 24 anos;24
2017;(CP) Contra as pessoas;Contra a vida;Outros contra a vida;25 e mais anos;192
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. grave;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. grave;Menos de 16 anos;5
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. grave;16 a 24 anos;120
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. grave;25 e mais anos;422
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. simples;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. simples;Menos de 16 anos;825
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. simples;16 a 24 anos;3795
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física vol. simples;25 e mais anos;20262
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. acidente viação;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. acidente viação;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. acidente viação;16 a 24 anos;37
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. acidente viação;25 e mais anos;416
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. outras;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. outras;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. outras;16 a 24 anos;6
2017;(CP) Contra as pessoas;Contra a integridade física;Of. int. física negl. outras;25 e mais anos;181
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica cônjuge/análogo;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica cônjuge/análogo;Menos de 16 anos;11
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica cônjuge/análogo;16 a 24 anos;1585
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica cônjuge/análogo;25 e mais anos;21985
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica contra menores;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica contra menores;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica contra menores;16 a 24 anos;25
2017;(CP) Contra as pessoas;Contra a integridade física;Violência doméstica contra menores;25 e mais anos;455
2017;(CP) Contra as pessoas;Contra a integridade física;Outros violência doméstica;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Outros violência doméstica;Menos de 16 anos;18
2017;(CP) Contra as pessoas;Contra a integridade física;Outros violência doméstica;16 a 24 anos;575
2017;(CP) Contra as pessoas;Contra a integridade física;Outros violência doméstica;25 e mais anos;3294
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos/sobrecarga menores;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos/sobrecarga menores;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos/sobrecarga menores;16 a 24 anos;12
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos/sobrecarga menores;25 e mais anos;324
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos cônjuge/análogo;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos cônjuge/análogo;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos cônjuge/análogo;16 a 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Maus tratos cônjuge/análogo;25 e mais anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Outros de maus tratos;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Outros de maus tratos;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Outros de maus tratos;16 a 24 anos;11
2017;(CP) Contra as pessoas;Contra a integridade física;Outros de maus tratos;25 e mais anos;297
2017;(CP) Contra as pessoas;Contra a integridade física;M.tratos menores/incap/cônjuge;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;M.tratos menores/incap/cônjuge;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;M.tratos menores/incap/cônjuge;16 a 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;M.tratos menores/incap/cônjuge;25 e mais anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violação regras de segurança;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violação regras de segurança;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violação regras de segurança;16 a 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Violação regras de segurança;25 e mais anos;53
2017;(CP) Contra as pessoas;Contra a integridade física;Outros contra int. física;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a integridade física;Outros contra int. física;Menos de 16 anos;30
2017;(CP) Contra as pessoas;Contra a integridade física;Outros contra int. física;16 a 24 anos;119
2017;(CP) Contra as pessoas;Contra a integridade física;Outros contra int. física;25 e mais anos;481
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Rapto/sequestro/tomada reféns;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Rapto/sequestro/tomada reféns;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Rapto/sequestro/tomada reféns;16 a 24 anos;48
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Rapto/sequestro/tomada reféns;25 e mais anos;181
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Ameaça e coação;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Ameaça e coação;Menos de 16 anos;172
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Ameaça e coação;16 a 24 anos;1064
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Ameaça e coação;25 e mais anos;11700
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Tráfico de pessoas;Até 24 anos;..
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Tráfico de pessoas;Menos de 16 anos;..
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Tráfico de pessoas;16 a 24 anos;3
2017;(CP) Contra as pessoas;Contra a liberdade pessoal;Tráfico de pessoas;25 e mais anos;42
